Transformation Matrix for Joint: Joint6
-1.0*cos(q_joint_6),1.0*sin(q_joint_6),0,0
-1.0*sin(q_joint_6),-1.0*cos(q_joint_6),0,0
0,0,1,0.0410000000000000
0,0,0,1
