# x,y,z,is_reachable
0.118,0.218,0.018,0.0
0.243,0.293,0.093,0.0
-0.519,0.056,0.381,1.0
-0.170,0.030,0.706,0.0
-0.469,-0.307,0.293,1.0
-0.519,0.056,0.381,1.0
0.468,-0.082,-0.032,0.0
0.324,0.199,-0.001,1.0
-0.257,-0.007,-0.032,0.0
0.568,-0.082,0.018,0.0
-0.282,-0.232,0.618,1.0
-0.182,0.118,0.118,0.0
0.118,-0.032,0.718,0.0
-0.220,0.081,0.180,0.0
-0.107,-0.570,0.018,0.0
0.105,-0.220,0.680,0.0
-0.419,-0.369,0.180,1.0
-0.419,-0.369,0.231,1.0
-0.419,-0.270,0.081,1.0
-0.257,-0.407,0.418,1.0
-0.182,-0.232,0.318,1.0
-0.147,-0.533,0.108,1.0
-0.119,-0.270,0.606,1.0
-0.119,-0.270,0.655,1.0
-0.119,0.256,0.131,1.0
-0.070,0.256,0.081,0.0
0.075,-0.128,0.671,1.0
0.180,0.205,0.131,0.0
0.393,-0.332,0.343,1.0
0.287,-0.176,0.124,1.0
0.274,-0.038,0.262,1.0
-0.532,-0.307,0.043,0.0
0.218,0.018,0.068,0.0
-0.270,0.193,-0.001,1.0
0.544,0.009,0.264,1.0
-0.395,0.155,0.005,1.0
-0.220,-0.019,0.680,0.0
-0.320,-0.494,0.030,0.0
0.118,0.018,0.668,1.0
0.180,0.131,0.231,1.0
-0.344,0.231,0.081,1.0
-0.344,0.231,0.081,1.0
-0.469,-0.332,0.293,1.0
-0.320,-0.494,0.030,0.0
-0.395,-0.320,0.505,0.0
0.005,-0.595,0.381,0.0
0.081,-0.195,0.680,1.0
-0.182,-0.382,-0.038,1.0
0.468,-0.132,-0.032,0.0
-0.419,0.081,0.155,1.0
-0.257,-0.432,0.393,1.0
-0.307,-0.257,0.518,1.0
-0.119,-0.270,0.606,1.0
-0.044,-0.395,0.081,1.0
0.133,-0.533,0.289,1.0
0.105,-0.270,0.606,1.0
0.105,-0.032,0.643,1.0
0.305,-0.469,0.105,1.0
0.231,-0.170,0.606,1.0
0.406,-0.244,0.456,1.0
0.341,-0.089,0.404,1.0
0.318,-0.032,0.505,1.0
0.374,0.174,0.050,1.0
-0.494,-0.344,0.180,1.0
-0.407,0.118,0.343,0.0
-0.207,-0.607,0.143,0.0
0.299,0.036,0.600,1.0
0.501,0.089,0.345,0.0
-0.282,-0.532,0.068,1.0
-0.257,-0.107,-0.032,0.0
0.180,-0.595,0.105,1.0
0.118,0.168,0.068,1.0
0.093,0.293,0.043,0.0
-0.097,0.289,0.058,1.0
0.499,0.099,0.349,0.0
-0.494,-0.344,0.180,1.0
0.218,0.068,0.168,0.0
0.400,0.174,0.012,1.0
0.400,0.174,0.012,1.0
0.581,-0.195,0.180,0.0
-0.182,0.118,0.218,0.0
0.581,0.081,0.180,0.0
0.430,0.205,0.105,0.0
-0.182,-0.032,0.268,0.0
0.005,-0.595,0.355,1.0
0.518,-0.082,-0.032,0.0
-0.150,-0.324,-0.081,0.0
-0.407,0.068,0.443,1.0
-0.469,0.155,0.105,0.0
-0.294,-0.070,0.180,1.0
-0.352,0.008,0.414,1.0
-0.320,0.056,0.081,1.0
-0.320,-0.369,0.406,1.0
-0.257,-0.307,0.518,1.0
-0.119,-0.270,0.655,1.0
-0.026,-0.188,0.436,1.0
0.143,0.218,0.093,0.0
0.355,-0.244,0.505,1.0
-0.532,0.093,0.043,1.0
0.456,-0.220,0.406,1.0
0.293,0.243,-0.007,1.0
-0.508,-0.085,0.482,0.0
-0.332,0.081,0.618,0.0
-0.157,0.193,0.193,0.0
-0.057,0.118,0.693,0.0
0.068,0.093,0.043,0.0
0.093,0.243,0.218,0.0
-0.432,0.043,0.593,0.0
0.568,-0.082,0.268,1.0
0.543,0.118,0.393,0.0
-0.532,0.043,0.393,1.0
-0.082,0.143,0.093,0.0
0.068,-0.182,0.668,1.0
0.199,0.049,0.311,0.0
-0.315,-0.496,0.045,1.0
0.205,0.131,0.081,0.0
-0.332,0.193,-0.044,1.0
0.218,-0.032,0.418,1.0
0.218,0.068,0.018,1.0
0.093,-0.357,0.068,1.0
-0.315,-0.496,0.045,1.0
-0.232,-0.307,-0.044,1.0
-0.182,0.018,0.318,1.0
-0.232,-0.382,-0.038,1.0
-0.344,0.293,0.024,0.0
0.299,0.237,0.087,0.0
-0.469,0.105,0.056,1.0
-0.419,0.131,0.005,1.0
-0.469,0.155,0.105,0.0
-0.282,-0.182,0.218,1.0
-0.244,-0.070,0.180,0.0
-0.207,-0.357,0.518,1.0
-0.157,0.143,-0.007,1.0
-0.070,-0.395,0.081,1.0
-0.026,-0.188,0.436,1.0
0.155,-0.519,0.305,1.0
0.289,-0.433,0.289,1.0
0.256,-0.044,0.606,1.0
0.231,0.205,0.131,1.0
0.406,-0.244,0.456,1.0
0.493,-0.107,0.043,1.0
0.393,0.068,0.443,0.0
-0.507,-0.332,0.193,1.0
-0.220,-0.095,0.081,0.0
-0.107,0.018,0.343,0.0
0.456,-0.220,0.406,1.0
0.518,-0.007,-0.007,0.0
-0.457,0.093,0.518,0.0
-0.107,-0.357,-0.032,1.0
-0.207,0.093,0.043,1.0
-0.344,-0.320,0.406,1.0
-0.057,0.118,0.593,0.0
0.093,0.218,0.093,1.0
0.143,0.193,0.218,0.0
0.068,0.393,0.043,0.0
0.493,0.043,0.518,0.0
-0.457,0.193,-0.032,0.0
-0.057,0.293,0.093,0.0
0.568,-0.132,0.218,1.0
0.494,0.083,0.288,1.0
-0.507,-0.332,0.193,1.0
-0.082,0.093,0.043,0.0
-0.570,-0.019,0.081,1.0
-0.469,0.105,0.505,0.0
-0.547,-0.286,0.086,0.0
0.368,0.193,-0.044,0.0
-0.294,0.205,0.105,1.0
0.368,0.193,-0.044,0.0
-0.519,-0.369,0.205,0.0
0.118,0.018,0.718,0.0
-0.282,0.293,-0.044,0.0
0.231,-0.095,0.355,1.0
-0.324,0.123,-0.075,0.0
-0.220,0.081,0.180,0.0
0.168,0.118,0.068,1.0
0.093,-0.357,0.068,1.0
-0.207,0.093,0.193,0.0
0.318,-0.482,0.018,0.0
-0.182,-0.207,-0.044,0.0
-0.220,0.081,0.180,0.0
0.075,0.023,0.607,0.0
0.005,-0.620,0.355,0.0
-0.307,0.193,0.005,1.0
0.299,0.036,0.625,1.0
0.262,0.211,0.162,0.0
-0.007,-0.570,0.018,1.0
-0.113,-0.138,0.621,1.0
-0.380,-0.077,0.113,1.0
-0.469,0.105,0.056,1.0
-0.433,-0.278,0.289,1.0
-0.369,-0.320,0.406,1.0
-0.332,-0.007,0.043,0.0
-0.332,-0.407,0.268,1.0
-0.332,-0.407,0.343,1.0
-0.332,-0.257,0.493,1.0
-0.195,-0.294,0.530,1.0
-0.207,0.143,0.043,0.0
-0.207,0.143,0.243,1.0
-0.070,-0.395,0.081,1.0
-0.119,-0.519,0.331,1.0
0.030,-0.395,0.081,1.0
0.030,-0.369,0.205,1.0
0.105,-0.519,0.355,1.0
0.075,-0.128,0.671,1.0
0.143,0.143,-0.007,0.0
0.118,0.243,0.093,1.0
0.143,0.343,-0.007,1.0
0.331,-0.395,0.281,1.0
0.305,-0.195,0.555,1.0
0.256,-0.070,0.606,1.0
0.274,-0.038,0.262,1.0
0.339,0.034,0.183,1.0
0.519,-0.072,0.108,1.0
-0.532,-0.257,-0.007,0.0
-0.494,-0.070,0.305,1.0
-0.220,-0.095,0.081,0.0
-0.107,0.018,0.693,0.0
0.305,0.205,0.005,1.0
-0.207,-0.057,-0.032,0.0
0.568,0.068,0.168,1.0
-0.507,-0.332,0.193,1.0
0.118,0.193,0.093,1.0
-0.544,0.105,0.180,1.0
-0.432,0.093,0.543,0.0
-0.257,0.118,0.693,0.0
-0.107,0.293,0.143,0.0
0.293,0.118,0.243,1.0
0.570,-0.097,0.289,1.0
0.544,0.009,0.314,1.0
-0.507,-0.332,0.193,1.0
-0.519,0.056,0.406,1.0
-0.519,-0.419,0.155,0.0
-0.519,0.056,0.406,1.0
0.068,-0.032,0.718,0.0
0.205,0.081,0.180,0.0
-0.332,0.293,-0.044,0.0
0.168,-0.032,0.368,1.0
0.205,-0.044,0.406,1.0
-0.220,0.081,0.180,0.0
-0.195,0.131,0.180,1.0
-0.417,0.051,0.469,1.0
-0.107,-0.357,0.068,1.0
0.093,-0.357,0.068,1.0
-0.207,0.093,0.193,0.0
-0.195,0.131,0.180,1.0
0.299,0.099,-0.001,1.0
-0.419,-0.294,0.505,0.0
-0.044,0.105,0.581,0.0
-0.344,0.193,-0.026,1.0
0.291,0.067,0.578,0.0
0.312,0.211,0.112,0.0
