Transformation Matrix for Joint: Joint5
0,-1.0*cos(q_joint_5+1.5707963267948966),1.0*sin(q_joint_5+1.5707963267948966),0
-1.00000000000000,0,0,0
0,-1.0*sin(q_joint_5+1.5707963267948966),-1.0*cos(q_joint_5+1.5707963267948966),-0.222630000000000
0,0,0,1
