# x,y,z,is_reachable
-0.560,-0.087,0.073,1.0
-0.610,-0.138,0.335,0.0
-0.560,0.123,0.123,0.0
-0.399,-0.399,0.123,1.0
-0.399,-0.348,0.385,1.0
-0.298,-0.138,0.024,1.0
-0.348,-0.138,0.335,1.0
-0.298,-0.087,0.496,1.0
-0.348,0.173,0.123,1.0
-0.138,-0.610,0.123,1.0
-0.138,-0.610,0.335,0.0
-0.138,-0.298,0.123,0.0
-0.037,-0.298,0.284,1.0
-0.138,-0.348,0.596,1.0
-0.087,-0.087,0.496,1.0
-0.087,0.335,0.123,0.0
0.073,-0.610,0.123,1.0
0.123,-0.610,0.335,0.0
0.073,-0.298,0.123,0.0
0.024,-0.298,0.284,1.0
0.123,-0.348,0.596,1.0
0.073,-0.087,0.496,1.0
0.385,-0.399,0.123,1.0
0.385,-0.348,0.385,1.0
0.284,-0.087,0.123,1.0
0.385,-0.037,0.335,1.0
0.335,-0.138,0.596,1.0
0.596,-0.138,0.073,0.0
0.596,-0.087,0.335,0.0
0.546,0.123,0.123,0.0
-0.607,-0.157,0.093,0.0
-0.607,-0.157,0.243,0.0
-0.557,-0.057,0.093,1.0
-0.607,-0.057,0.243,0.0
-0.607,-0.057,0.343,0.0
-0.607,0.043,0.093,0.0
-0.560,0.073,0.284,1.0
-0.507,-0.307,0.143,1.0
-0.457,-0.407,0.193,1.0
-0.457,-0.407,0.343,0.0
-0.507,-0.257,0.043,1.0
-0.507,-0.257,0.143,1.0
-0.507,-0.257,0.193,1.0
-0.507,-0.257,0.393,0.0
-0.507,-0.307,0.443,0.0
-0.407,-0.157,-0.007,1.0
-0.507,-0.107,0.093,1.0
-0.507,-0.207,0.243,1.0
-0.507,-0.157,0.343,1.0
-0.507,-0.107,0.443,1.0
-0.507,-0.057,-0.007,0.0
-0.507,-0.007,0.093,1.0
-0.407,-0.107,0.293,1.0
-0.507,-0.007,0.343,1.0
-0.457,-0.107,0.493,1.0
-0.507,0.043,0.043,1.0
-0.457,0.093,0.193,1.0
-0.457,0.093,0.293,1.0
-0.457,0.093,0.343,1.0
-0.457,0.093,0.443,0.0
-0.457,0.193,0.093,0.0
-0.457,0.143,0.193,0.0
-0.357,-0.507,0.043,0.0
-0.357,-0.507,0.093,0.0
-0.407,-0.457,0.243,1.0
-0.357,-0.507,0.393,0.0
-0.357,-0.357,-0.007,1.0
-0.407,-0.357,0.093,1.0
-0.407,-0.407,0.193,1.0
-0.357,-0.407,0.393,1.0
-0.357,-0.407,0.443,1.0
-0.357,-0.257,-0.007,1.0
-0.257,-0.257,0.143,1.0
-0.357,-0.207,0.293,1.0
-0.457,-0.257,0.343,1.0
-0.407,-0.307,0.443,1.0
-0.357,-0.257,0.593,0.0
-0.357,-0.207,-0.007,1.0
-0.357,-0.157,0.043,1.0
-0.257,-0.157,0.243,1.0
-0.407,-0.107,0.493,1.0
-0.407,-0.107,0.543,1.0
-0.407,-0.057,-0.007,1.0
-0.357,-0.057,0.043,1.0
-0.348,0.024,0.284,1.0
-0.357,-0.107,0.343,1.0
-0.307,-0.057,0.443,1.0
-0.407,-0.057,0.543,1.0
-0.307,0.093,0.043,1.0
-0.357,0.093,0.193,1.0
-0.357,0.093,0.243,1.0
-0.348,0.073,0.335,1.0
-0.348,0.073,0.496,0.0
-0.348,0.073,0.546,0.0
-0.357,0.143,-0.007,1.0
-0.357,0.143,0.193,0.0
-0.298,-0.560,0.123,0.0
-0.257,-0.557,0.293,1.0
-0.257,-0.457,-0.007,1.0
-0.298,-0.510,0.123,1.0
-0.257,-0.507,0.293,1.0
-0.307,-0.507,0.343,1.0
-0.257,-0.457,0.493,0.0
-0.257,-0.307,-0.007,1.0
-0.207,-0.307,0.143,1.0
-0.157,-0.307,0.243,1.0
-0.307,-0.407,0.393,1.0
-0.307,-0.357,0.493,1.0
-0.298,-0.348,0.546,1.0
-0.307,-0.257,-0.007,1.0
-0.207,-0.257,0.093,1.0
-0.207,-0.207,0.193,0.0
-0.257,-0.157,0.393,1.0
-0.298,-0.298,0.496,1.0
-0.298,-0.298,0.546,1.0
-0.257,-0.157,-0.007,1.0
-0.257,-0.157,0.193,1.0
-0.257,-0.107,0.393,1.0
-0.257,-0.107,0.443,1.0
-0.307,-0.157,0.593,1.0
-0.257,-0.157,0.693,0.0
-0.207,-0.057,0.043,1.0
-0.257,-0.107,0.143,1.0
-0.207,-0.057,0.243,0.0
-0.207,-0.057,0.293,1.0
-0.307,-0.057,0.593,1.0
-0.307,-0.057,0.643,0.0
-0.257,0.043,-0.007,1.0
-0.207,0.043,0.143,0.0
-0.257,0.093,0.243,1.0
-0.257,0.043,0.393,0.0
-0.257,0.043,0.593,1.0
-0.307,0.193,0.143,1.0
-0.307,0.243,0.043,1.0
-0.307,0.243,0.143,0.0
-0.157,-0.607,0.043,0.0
-0.157,-0.607,0.143,1.0
-0.157,-0.607,0.243,0.0
-0.157,-0.557,0.393,1.0
-0.207,-0.507,0.043,1.0
-0.207,-0.507,0.093,1.0
-0.257,-0.507,0.243,1.0
-0.107,-0.507,0.393,1.0
-0.157,-0.507,0.443,1.0
-0.157,-0.307,0.043,1.0
-0.107,-0.307,0.143,1.0
-0.157,-0.307,0.193,1.0
-0.107,-0.257,0.343,1.0
-0.157,-0.407,0.493,1.0
-0.157,-0.357,0.593,1.0
-0.107,-0.257,0.243,1.0
-0.157,-0.207,0.293,1.0
-0.157,-0.307,0.543,1.0
-0.157,-0.307,0.593,1.0
-0.157,-0.307,0.643,0.0
-0.107,-0.157,0.343,1.0
-0.107,-0.157,0.393,1.0
-0.157,-0.157,0.643,1.0
-0.157,-0.207,0.693,0.0
-0.157,-0.007,0.343,1.0
