# x,y,z,is_reachable
0.105,-0.544,0.143,1.0
0.105,-0.544,0.293,1.0
0.226,-0.446,0.314,1.0
0.376,-0.069,0.247,1.0
0.480,-0.244,0.205,1.0
0.005,0.318,-0.051,0.0
0.468,0.118,0.493,0.0
-0.234,0.122,0.198,1.0
-0.454,-0.235,0.271,1.0
-0.454,-0.185,0.271,1.0
-0.270,-0.070,0.268,1.0
-0.207,-0.257,0.318,1.0
-0.207,-0.232,0.543,1.0
0.093,-0.457,0.393,1.0
0.237,-0.419,0.059,1.0
0.243,-0.207,0.318,1.0
0.445,-0.122,0.364,1.0
0.518,-0.107,0.193,1.0
0.518,-0.107,0.293,1.0
-0.218,0.119,0.195,1.0
-0.235,0.183,0.171,1.0
-0.088,-0.182,0.490,1.0
-0.445,-0.294,0.193,1.0
-0.432,-0.307,0.293,1.0
-0.107,-0.544,0.155,1.0
-0.107,-0.257,0.393,1.0
-0.107,0.093,0.243,0.0
0.056,-0.320,0.555,1.0
0.093,-0.544,0.305,1.0
0.104,0.057,0.701,0.0
-0.107,-0.139,0.496,1.0
0.239,0.074,-0.017,1.0
-0.362,-0.344,0.078,1.0
-0.461,-0.247,0.271,1.0
-0.107,-0.544,0.155,1.0
-0.126,0.162,0.180,0.0
0.018,-0.532,0.093,1.0
0.093,-0.132,0.468,1.0
0.331,-0.294,0.406,1.0
0.180,-0.244,0.343,1.0
0.268,-0.132,0.543,1.0
0.043,0.193,0.043,0.0
-0.188,0.099,0.596,0.0
-0.218,0.119,0.195,1.0
-0.131,0.100,0.675,0.0
-0.152,-0.146,0.612,1.0
0.227,0.183,-0.042,1.0
-0.425,-0.244,0.068,1.0
-0.332,-0.232,0.443,1.0
-0.138,0.123,0.173,0.0
0.043,-0.382,0.168,1.0
0.118,-0.088,0.486,1.0
0.153,-0.104,0.456,1.0
0.355,-0.114,0.124,1.0
-0.107,-0.139,0.496,1.0
0.068,0.237,0.021,0.0
0.068,0.237,0.021,1.0
-0.433,-0.228,0.289,1.0
-0.274,-0.452,0.119,1.0
-0.307,-0.282,0.443,1.0
-0.244,-0.494,0.155,1.0
-0.119,-0.532,0.155,1.0
0.058,-0.378,0.183,1.0
0.168,-0.282,0.318,1.0
0.343,-0.307,0.368,1.0
-0.207,0.068,0.593,0.0
-0.445,-0.207,0.056,1.0
-0.382,-0.057,0.093,1.0
-0.298,-0.298,0.446,1.0
-0.333,-0.205,0.509,1.0
-0.134,-0.479,0.054,1.0
-0.119,-0.544,0.193,1.0
-0.144,-0.294,0.343,1.0
-0.115,-0.318,0.531,1.0
-0.119,-0.532,0.205,1.0
0.071,-0.446,0.419,1.0
0.131,-0.544,0.193,1.0
0.131,-0.282,0.555,1.0
0.218,-0.307,0.243,1.0
0.227,-0.323,0.521,1.0
0.056,0.190,0.062,0.0
0.154,0.082,0.713,0.0
0.227,0.134,-0.091,0.0
-0.407,-0.220,0.056,1.0
-0.270,-0.070,0.268,1.0
-0.119,-0.544,0.193,1.0
-0.082,-0.544,0.180,1.0
-0.119,-0.532,0.205,1.0
-0.095,-0.395,0.456,1.0
0.043,-0.382,0.168,1.0
0.213,-0.459,0.314,1.0
