# x,y,z,is_reachable
-0.382,0.205,0.193,0.0
0.005,-0.220,0.680,1.0
-0.332,-0.207,0.543,1.0
-0.220,-0.007,0.618,1.0
-0.244,-0.494,0.205,1.0
-0.132,-0.282,0.368,1.0
-0.132,-0.207,0.618,1.0
-0.026,-0.188,0.486,1.0
0.012,-0.363,0.299,1.0
0.105,-0.395,0.081,1.0
0.208,-0.198,0.363,1.0
0.430,-0.294,0.155,1.0
0.381,-0.070,0.406,1.0
0.393,-0.057,0.068,1.0
0.595,0.058,0.289,0.0
-0.519,-0.195,0.381,1.0
0.430,-0.019,0.581,0.0
0.416,0.013,0.213,1.0
-0.369,-0.320,0.581,0.0
0.205,-0.344,0.680,0.0
-0.032,-0.082,0.418,0.0
-0.182,0.143,0.293,0.0
0.606,0.105,0.205,0.0
0.480,-0.007,0.243,1.0
-0.519,0.005,0.218,1.0
-0.407,0.018,0.443,1.0
-0.232,-0.007,0.606,1.0
-0.107,-0.232,0.618,1.0
-0.220,-0.132,0.606,1.0
-0.038,-0.363,0.299,1.0
0.018,-0.232,0.368,1.0
-0.026,-0.188,0.486,1.0
-0.007,-0.082,0.543,1.0
0.030,-0.369,0.281,1.0
0.043,-0.457,0.393,1.0
0.068,-0.207,0.618,1.0
0.056,-0.220,0.606,1.0
0.105,-0.395,0.081,1.0
0.430,-0.294,0.155,1.0
0.443,-0.007,0.218,1.0
0.518,-0.007,0.218,1.0
0.493,0.093,0.443,1.0
0.418,0.093,0.593,0.0
-0.095,0.193,0.018,1.0
0.593,0.068,0.393,0.0
0.430,0.081,0.480,0.0
-0.419,-0.519,0.180,0.0
-0.419,-0.519,0.180,0.0
-0.419,-0.519,0.081,0.0
-0.232,0.143,0.293,0.0
-0.494,0.218,-0.026,0.0
-0.557,-0.119,0.180,1.0
-0.257,0.068,-0.095,0.0
-0.213,0.205,-0.067,0.0
0.256,0.318,-0.095,0.0
0.193,0.281,-0.032,1.0
-0.095,0.293,0.018,1.0
-0.182,0.381,0.043,0.0
