Position Error,Orientation Error,Position Error Std,Orientation Error Std,Estimated Target X,Estimated Target Y,Estimated Target Z,Estimated Target Roll,Estimated Target Pitch,Estimated Target Yaw,dQ Estimated_1,dQ Estimated_2,dQ Estimated_3,dQ Estimated_4,dQ Estimated_5,dQ Estimated_6,dL Estimated_1,dL Estimated_2,dL Estimated_3,dL Estimated_4,dL Estimated_5,dL Estimated_6,dX Estimated_1,dX Estimated_2,dX Estimated_3,dX Estimated_4,dX Estimated_5,dX Estimated_6
0.28325532071072906,1.71256288317997,0.3823138929870469,0.5135031428229158,-0.02999999999999997,-0.47,0.0,-0.0002036732051030495,1.2246467991473532e-16,-0.00020367320510327155,0.03782899354315346,0.09056631340869722,-0.1409820594462746,-0.009361954791378121,0.06195877656310371,-0.40688824184541966,-1.1449174941446927e-16,0.0,-6.938893903907228e-18,4.163336342344337e-17,0.0,0.0,0.057047128312530726,-0.024988477773044557,-0.0,0.05681494743417689,0.0011620377794570123,0.03782899354315372
