Timestamp,Reading
2025-11-19 15:54:57.884,0.0
2025-11-19 15:54:58.006,0.0
2025-11-19 15:54:58.129,0.0
2025-11-19 15:54:58.255,0.0
2025-11-19 15:54:58.370,0.0
2025-11-19 15:54:58.494,0.0
2025-11-19 15:54:58.620,0.0
2025-11-19 15:54:58.744,0.0
2025-11-19 15:54:58.859,0.0
2025-11-19 15:54:58.983,0.0
2025-11-19 15:54:59.109,0.0
2025-11-19 15:54:59.233,0.0
2025-11-19 15:54:59.358,0.0
2025-11-19 15:54:59.473,0.0
2025-11-19 15:54:59.599,0.0
2025-11-19 15:54:59.726,0.0
2025-11-19 15:54:59.841,0.0
2025-11-19 15:54:59.966,0.0
2025-11-19 15:55:00.090,0.0
2025-11-19 15:55:00.213,0.0
2025-11-19 15:55:00.337,0.0
2025-11-19 15:55:00.460,0.0
2025-11-19 15:55:00.575,0.0
2025-11-19 15:55:00.700,0.0
2025-11-19 15:55:00.826,0.0
2025-11-19 15:55:00.951,0.0
2025-11-19 15:55:01.066,0.0
2025-11-19 15:55:01.189,0.0
2025-11-19 15:55:01.311,0.0
2025-11-19 15:55:01.436,0.0
2025-11-19 15:55:01.560,0.0
2025-11-19 15:55:01.683,0.0
2025-11-19 15:55:01.807,0.0
2025-11-19 15:55:01.932,0.0
2025-11-19 15:55:02.046,0.0
2025-11-19 15:55:02.170,0.0
2025-11-19 15:55:02.295,0.0
2025-11-19 15:55:02.420,0.0
2025-11-19 15:55:02.545,0.0
2025-11-19 15:55:02.659,0.0
2025-11-19 15:55:02.786,0.0
2025-11-19 15:55:02.912,0.02
2025-11-19 15:55:03.034,0.04
2025-11-19 15:55:03.156,0.04
2025-11-19 15:55:03.273,0.04
2025-11-19 15:55:03.399,0.0
2025-11-19 15:55:03.525,0.0
2025-11-19 15:55:03.639,0.0
2025-11-19 15:55:03.765,0.0
2025-11-19 15:55:03.890,0.0
2025-11-19 15:55:04.015,0.0
2025-11-19 15:55:04.128,1.21
2025-11-19 15:55:04.253,2.54
2025-11-19 15:55:04.379,4.51
2025-11-19 15:55:04.505,5.29
2025-11-19 15:55:04.619,5.35
2025-11-19 15:55:04.745,5.35
2025-11-19 15:55:04.870,2.94
2025-11-19 15:55:04.994,2.05
2025-11-19 15:55:05.108,1.76
2025-11-19 15:55:05.231,0.11
2025-11-19 15:55:05.356,0.0
2025-11-19 15:55:05.481,0.0
2025-11-19 15:55:05.606,0.0
2025-11-19 15:55:05.721,0.0
2025-11-19 15:55:05.846,0.0
2025-11-19 15:55:05.970,0.0
2025-11-19 15:55:06.097,0.0
2025-11-19 15:55:06.211,0.0
2025-11-19 15:55:06.337,0.0
2025-11-19 15:55:06.460,0.0
2025-11-19 15:55:06.586,0.0
2025-11-19 15:55:06.701,0.0
2025-11-19 15:55:06.827,0.0
2025-11-19 15:55:06.952,0.0
2025-11-19 15:55:07.076,0.0
2025-11-19 15:55:07.200,0.0
2025-11-19 15:55:07.317,0.0
2025-11-19 15:55:07.441,0.0
2025-11-19 15:55:07.567,0.0
2025-11-19 15:55:07.681,0.0
2025-11-19 15:55:07.806,0.0
2025-11-19 15:55:07.932,0.0
2025-11-19 15:55:08.057,0.0
2025-11-19 15:55:08.171,0.0
2025-11-19 15:55:08.296,0.0
2025-11-19 15:55:08.422,0.0
2025-11-19 15:55:08.547,0.0
2025-11-19 15:55:08.661,0.0
2025-11-19 15:55:08.787,0.01
2025-11-19 15:55:08.912,2.08
2025-11-19 15:55:09.036,4.48
2025-11-19 15:55:09.151,5.75
2025-11-19 15:55:09.276,7.79
2025-11-19 15:55:09.401,10.09
2025-11-19 15:55:09.527,12.48
2025-11-19 15:55:09.651,13.64
2025-11-19 15:55:09.764,13.44
2025-11-19 15:55:09.890,8.81
2025-11-19 15:55:10.014,1.8
2025-11-19 15:55:10.140,0.0
2025-11-19 15:55:10.256,0.0
2025-11-19 15:55:10.381,0.0
2025-11-19 15:55:10.505,0.0
2025-11-19 15:55:10.631,0.0
2025-11-19 15:55:10.746,0.0
2025-11-19 15:55:10.873,0.0
2025-11-19 15:55:10.997,0.0
2025-11-19 15:55:11.112,0.0
2025-11-19 15:55:11.236,0.0
2025-11-19 15:55:11.363,0.0
2025-11-19 15:55:11.486,0.0
2025-11-19 15:55:11.612,0.0
2025-11-19 15:55:11.726,0.18
2025-11-19 15:55:11.850,0.88
2025-11-19 15:55:11.974,2.33
2025-11-19 15:55:12.100,4.56
2025-11-19 15:55:12.215,8.93
2025-11-19 15:55:12.341,10.03
2025-11-19 15:55:12.465,11.72
2025-11-19 15:55:12.591,13.32
2025-11-19 15:55:12.705,13.64
2025-11-19 15:55:12.831,13.64
2025-11-19 15:55:12.955,13.64
2025-11-19 15:55:13.077,12.12
2025-11-19 15:55:13.202,9.5
2025-11-19 15:55:13.317,3.93
2025-11-19 15:55:13.442,0.02
2025-11-19 15:55:13.566,0.0
2025-11-19 15:55:13.692,0.0
2025-11-19 15:55:13.817,0.0
2025-11-19 15:55:13.932,0.44
2025-11-19 15:55:14.058,3.51
2025-11-19 15:55:14.184,8.37
2025-11-19 15:55:14.299,11.07
2025-11-19 15:55:14.424,12.41
2025-11-19 15:55:14.550,13.61
2025-11-19 15:55:14.664,13.64
2025-11-19 15:55:14.790,13.64
2025-11-19 15:55:14.915,13.64
2025-11-19 15:55:15.039,13.64
2025-11-19 15:55:15.164,13.64
2025-11-19 15:55:15.278,13.64
2025-11-19 15:55:15.403,13.64
2025-11-19 15:55:15.528,13.64
2025-11-19 15:55:15.654,13.62
2025-11-19 15:55:15.769,11.96
2025-11-19 15:55:15.895,10.88
2025-11-19 15:55:16.018,10.88
2025-11-19 15:55:16.142,10.88
2025-11-19 15:55:16.269,10.88
2025-11-19 15:55:16.384,10.88
2025-11-19 15:55:16.508,10.88
2025-11-19 15:55:16.632,10.93
2025-11-19 15:55:16.756,10.96
2025-11-19 15:55:16.881,10.96
2025-11-19 15:55:17.003,10.96
2025-11-19 15:55:17.116,10.96
2025-11-19 15:55:17.239,10.96
2025-11-19 15:55:17.364,10.96
2025-11-19 15:55:17.488,10.96
2025-11-19 15:55:17.613,10.96
2025-11-19 15:55:17.728,10.96
2025-11-19 15:55:17.853,10.96
2025-11-19 15:55:17.976,10.96
2025-11-19 15:55:18.100,10.96
2025-11-19 15:55:18.226,10.96
2025-11-19 15:55:18.352,10.96
2025-11-19 15:55:18.466,10.96
2025-11-19 15:55:18.591,10.96
2025-11-19 15:55:18.717,10.96
2025-11-19 15:55:18.832,10.96
2025-11-19 15:55:18.955,10.96
2025-11-19 15:55:19.078,10.96
2025-11-19 15:55:19.202,10.96
2025-11-19 15:55:19.328,10.96
2025-11-19 15:55:19.453,10.66
2025-11-19 15:55:19.568,10.46
2025-11-19 15:55:19.692,10.46
2025-11-19 15:55:19.819,10.46
2025-11-19 15:55:19.933,10.46
2025-11-19 15:55:20.059,10.46
2025-11-19 15:55:20.185,10.46
2025-11-19 15:55:20.311,10.46
2025-11-19 15:55:20.425,10.42
2025-11-19 15:55:20.551,9.74
2025-11-19 15:55:20.676,9.54
2025-11-19 15:55:20.801,9.5
2025-11-19 15:55:20.915,9.5
2025-11-19 15:55:21.040,7.98
2025-11-19 15:55:21.166,0.03
2025-11-19 15:55:21.291,0.0
2025-11-19 15:55:21.405,0.0
2025-11-19 15:55:21.531,0.0
2025-11-19 15:55:21.655,0.0
2025-11-19 15:55:21.780,0.0
2025-11-19 15:55:21.895,0.0
2025-11-19 15:55:22.020,0.0
2025-11-19 15:55:22.144,0.0
2025-11-19 15:55:22.270,0.0
2025-11-19 15:55:22.385,0.0
2025-11-19 15:55:22.509,0.0
2025-11-19 15:55:22.633,0.0
2025-11-19 15:55:22.758,0.74
2025-11-19 15:55:22.882,4.44
2025-11-19 15:55:23.004,6.29
2025-11-19 15:55:23.127,7.43
2025-11-19 15:55:23.252,7.77
2025-11-19 15:55:23.367,7.76
2025-11-19 15:55:23.491,6.81
2025-11-19 15:55:23.619,5.61
2025-11-19 15:55:23.733,5.21
2025-11-19 15:55:23.859,4.39
2025-11-19 15:55:23.983,3.91
2025-11-19 15:55:24.109,3.87
2025-11-19 15:55:24.224,3.87
2025-11-19 15:55:24.348,3.87
2025-11-19 15:55:24.473,3.73
2025-11-19 15:55:24.600,3.3
2025-11-19 15:55:24.715,2.79
2025-11-19 15:55:24.840,2.1
2025-11-19 15:55:24.963,0.04
2025-11-19 15:55:25.088,0.0
2025-11-19 15:55:25.203,0.0
2025-11-19 15:55:25.328,0.0
2025-11-19 15:55:25.452,0.0
2025-11-19 15:55:25.577,0.0
2025-11-19 15:55:25.692,0.0
2025-11-19 15:55:25.818,0.0
2025-11-19 15:55:25.942,0.0
2025-11-19 15:55:26.066,0.0
2025-11-19 15:55:26.191,0.0
2025-11-19 15:55:26.306,0.0
2025-11-19 15:55:26.430,0.0
2025-11-19 15:55:26.556,0.0
2025-11-19 15:55:26.681,0.0
2025-11-19 15:55:26.796,0.0
2025-11-19 15:55:26.922,0.0
2025-11-19 15:55:27.046,0.0
2025-11-19 15:55:27.170,0.0
2025-11-19 15:55:27.293,0.0
2025-11-19 15:55:27.416,0.0
2025-11-19 15:55:27.539,0.0
2025-11-19 15:55:27.662,0.21
2025-11-19 15:55:27.785,0.7
2025-11-19 15:55:27.900,0.16
2025-11-19 15:55:28.023,0.0
2025-11-19 15:55:28.145,0.0
2025-11-19 15:55:28.268,0.0
2025-11-19 15:55:28.392,0.0
2025-11-19 15:55:28.517,0.0
2025-11-19 15:55:28.640,0.0
2025-11-19 15:55:28.763,0.0
2025-11-19 15:55:28.888,0.0
2025-11-19 15:55:29.011,0.0
2025-11-19 15:55:29.134,0.0
2025-11-19 15:55:29.257,0.0
2025-11-19 15:55:29.370,0.0
2025-11-19 15:55:29.493,0.0
2025-11-19 15:55:29.616,0.0
2025-11-19 15:55:29.740,0.0
2025-11-19 15:55:29.864,0.0
2025-11-19 15:55:29.987,0.0
2025-11-19 15:55:30.110,0.0
2025-11-19 15:55:30.233,0.0
2025-11-19 15:55:30.356,0.0
2025-11-19 15:55:30.480,0.0
2025-11-19 15:55:30.602,0.0
2025-11-19 15:55:30.725,0.0
2025-11-19 15:55:30.847,0.0
2025-11-19 15:55:30.969,0.0
2025-11-19 15:55:31.092,0.0
2025-11-19 15:55:31.215,0.0
2025-11-19 15:55:31.338,0.0
2025-11-19 15:55:31.461,0.0
2025-11-19 15:55:31.583,0.0
2025-11-19 15:55:31.705,0.0
2025-11-19 15:55:31.828,0.0
2025-11-19 15:55:31.951,0.0
2025-11-19 15:55:32.075,0.0
2025-11-19 15:55:32.189,0.0
2025-11-19 15:55:32.311,0.0
2025-11-19 15:55:32.434,0.0
2025-11-19 15:55:32.558,0.0
2025-11-19 15:55:32.680,0.0
2025-11-19 15:55:32.803,0.0
2025-11-19 15:55:32.928,0.02
2025-11-19 15:55:33.050,0.0
2025-11-19 15:55:33.172,0.0
2025-11-19 15:55:33.295,0.0
2025-11-19 15:55:33.418,0.0
2025-11-19 15:55:33.542,0.0
2025-11-19 15:55:33.667,0.0
2025-11-19 15:55:33.781,0.0
2025-11-19 15:55:33.905,0.0
2025-11-19 15:55:34.028,0.0
2025-11-19 15:55:34.150,0.0
2025-11-19 15:55:34.273,0.0
2025-11-19 15:55:34.396,0.0
2025-11-19 15:55:34.521,0.0
2025-11-19 15:55:34.645,0.0
2025-11-19 15:55:34.769,0.0
2025-11-19 15:55:34.883,0.0
2025-11-19 15:55:35.007,0.0
2025-11-19 15:55:35.132,0.0
2025-11-19 15:55:35.254,0.0
2025-11-19 15:55:35.377,0.0
2025-11-19 15:55:35.500,0.0
2025-11-19 15:55:35.624,0.0
2025-11-19 15:55:35.749,0.0
2025-11-19 15:55:35.871,0.0
2025-11-19 15:55:35.994,0.0
2025-11-19 15:55:36.117,0.0
2025-11-19 15:55:36.240,0.0
2025-11-19 15:55:36.362,0.0
2025-11-19 15:55:36.485,0.0
2025-11-19 15:55:36.599,0.0
2025-11-19 15:55:36.722,0.0
2025-11-19 15:55:36.844,0.0
2025-11-19 15:55:36.968,0.0
2025-11-19 15:55:37.091,0.0
2025-11-19 15:55:37.214,0.0
2025-11-19 15:55:37.336,0.0
2025-11-19 15:55:37.460,0.0
2025-11-19 15:55:37.583,0.0
2025-11-19 15:55:37.705,0.0
2025-11-19 15:55:37.827,0.0
2025-11-19 15:55:37.950,0.0
2025-11-19 15:55:38.075,0.0
2025-11-19 15:55:38.200,0.0
2025-11-19 15:55:38.322,0.0
2025-11-19 15:55:38.444,0.0
2025-11-19 15:55:38.568,0.0
2025-11-19 15:55:38.693,0.0
2025-11-19 15:55:38.806,0.0
2025-11-19 15:55:38.929,0.0
2025-11-19 15:55:39.052,0.0
2025-11-19 15:55:39.174,0.0
2025-11-19 15:55:39.298,0.0
2025-11-19 15:55:39.423,0.0
2025-11-19 15:55:39.547,0.0
