x,y,z
0.14901357889175415,-0.36891597509384155,-0.043387144804000854
0.22278159856796265,0.1932145357131958,-0.043387144804000854
-0.4048115611076355,-0.13299494981765747,-0.043387144804000854
-0.32221171259880066,-0.20695644617080688,-0.043387144804000854
-0.4104246497154236,-0.12597668170928955,-0.043387144804000854
0.34425127506256104,-0.16735118627548218,-0.043387144804000854
-0.30358684062957764,-0.19128018617630005,-0.043387144804000854
0.2025367021560669,0.20601743459701538,-0.043387144804000854
0.18491840362548828,0.2181873321533203,-0.043387144804000854
-0.2833419144153595,0.19251996278762817,-0.043387144804000854
0.16204679012298584,0.2336876392364502,-0.043387144804000854
0.18229174613952637,0.2199302315711975,-0.043387144804000854
0.21650880575180054,0.19794237613677979,-0.043387144804000854
-0.2890581488609314,0.19794237613677979,-0.043387144804000854
-0.20236214995384216,0.3015940189361572,-0.043387144804000854
0.22278159856796265,0.27509212493896484,-0.043387144804000854
0.21330052614212036,0.2789222002029419,-0.043387144804000854
0.24302655458450317,0.2704669237136841,-0.043387144804000854
0.4070725440979004,-0.0045070648193359375,-0.043387144804000854
-0.18211722373962402,0.30636775493621826,-0.043387144804000854
0.28351640701293945,0.21104031801223755,-0.043387144804000854
0.2787863612174988,0.2181873321533203,-0.043387144804000854
-0.1618722677230835,0.30454134941101074,-0.043387144804000854
0.27085185050964355,0.23843228816986084,-0.043387144804000854
0.4049861431121826,-0.0024753212928771973,-0.043387144804000854
0.30376136302948,0.1994950771331787,-0.043387144804000854
0.30408281087875366,0.19794237613677979,-0.043387144804000854
0.16204679012298584,-0.3537558317184448,-0.043387144804000854
0.2632715106010437,0.24992668628692627,-0.043387144804000854
0.2569451928138733,0.25867724418640137,-0.043387144804000854
0.3308582305908203,0.03598284721374512,-0.043387144804000854
0.3271613121032715,0.056227803230285645,-0.043387144804000854
0.3448895812034607,0.03598284721374512,-0.043387144804000854
0.16204679012298584,0.29725944995880127,-0.043387144804000854
0.16204679012298584,-0.4271273910999298,-0.043387144804000854
0.36449623107910156,0.055465102195739746,-0.043387144804000854
0.18229174613952637,-0.42447614669799805,-0.043387144804000854
0.34425127506256104,0.06686854362487793,-0.043387144804000854
0.17224210500717163,0.29916703701019287,-0.043387144804000854
-0.36432167887687683,-0.16838818788528442,-0.043387144804000854
-0.18211722373962402,-0.41862788796424866,-0.043387144804000854
-0.28760603070259094,-0.20695644617080688,-0.043387144804000854
-0.3800334632396698,-0.1664665937423706,-0.043387144804000854
0.2025367021560669,-0.41470423340797424,-0.043387144804000854
-0.20198604464530945,-0.4094058573246002,-0.043387144804000854
0.3519347906112671,0.07647275924682617,-0.043387144804000854
0.2025367021560669,0.28982746601104736,-0.043387144804000854
-0.35310330986976624,-0.1664665937423706,-0.043387144804000854
0.19031822681427002,0.29916703701019287,-0.043387144804000854
0.3847411870956421,0.05396968126296997,-0.043387144804000854
0.2121800184249878,-0.4094058573246002,-0.043387144804000854
0.18229174613952637,0.30155670642852783,-0.043387144804000854
