Position Error,Orientation Error,Position Error Std,Orientation Error Std,Estimated Target X,Estimated Target Y,Estimated Target Z,Estimated Target Roll,Estimated Target Pitch,Estimated Target Yaw,dQ Estimated_1,dQ Estimated_2,dQ Estimated_3,dQ Estimated_4,dQ Estimated_5,dQ Estimated_6,dL Estimated_1,dL Estimated_2,dL Estimated_3,dL Estimated_4,dL Estimated_5,dL Estimated_6,dX Estimated_1,dX Estimated_2,dX Estimated_3,dX Estimated_4,dX Estimated_5,dX Estimated_6
0.14371221177761936,0.481609871330159,0.029941219498222163,0.017428476187568733,-0.02999999999999997,-0.47,0.0,-0.0002036732051030495,1.2246467991473532e-16,-0.00020367320510327155,-0.049253792906627465,-0.009095462375253684,0.1256434324960771,-0.018664198704022854,0.004366160407477968,-0.005401851279161953,-2.2171934427328566e-17,4.336808689942018e-18,4.336808689942018e-19,6.938893903907228e-18,0.0,0.0,0.005142081565893054,0.009250523537601854,-0.0,-0.011086194038690066,-0.024096426509658705,-0.04925379290662722
0.09396716154018728,0.23415412185326812,0.016102127667900885,0.011842427104015727,-0.024857918434106917,-0.4607494764623981,0.0,-0.011289867243793114,-0.024096426509658583,-0.04945746611173049,-0.07648223132778219,0.0024130334926270643,0.18348740502661043,-0.03212569777360242,-0.0027984780025721344,-0.004572855268525866,-2.9110828331235794e-17,-6.071532165918825e-18,-1.214306433183765e-17,6.938893903907228e-18,0.0,0.0,-0.010774188279163651,0.018375527850476393,-0.0,-0.015438382973635485,-0.022504660646672323,-0.07648223132778188
0.05631899534409654,0.11953605733906761,0.004542126125511219,0.016089278783797244,-0.040774188279163626,-0.45162447214952356,0.0,-0.015642056178738536,-0.0225046606466722,-0.07668590453288515,-0.07769248711190685,0.012716566758982618,0.23017660428123785,-0.04323504963128452,-0.03702884691232209,-0.024045521015512175,-5.42643187328995e-17,7.806255641895632e-18,-1.3877787807814457e-17,1.3877787807814457e-17,0.0,0.0,-0.037515521477527694,0.018691385833183312,-0.0,-0.022229772008317165,-0.014941161023353128,-0.07769248711190645
0.03547523368384122,0.09395585210322198,0.0033805704329906605,0.036230831609273845,-0.06751552147752767,-0.45130861416681667,0.0,-0.022433445213420215,-0.014941161023353005,-0.07789616031700972,-0.05890901837510274,-0.04284696555071411,0.29910796851556826,-0.0345243912528736,-0.0734645165180715,-0.061352476266863354,-8.201989434852841e-17,-2.6020852139652106e-18,-2.7755575615628914e-17,6.938893903907228e-18,0.0,0.0,-0.06057018787737113,0.023185741671715866,-0.0,-0.05219070923340209,-0.033015792579298466,-0.05890901837510233
0.02706989592502164,0.03722061640949365,0.004339857379806866,0.02235026198355756,-0.0905701878773711,-0.4468142583282841,0.0,-0.05239438243850514,-0.03301579257929834,-0.0591126915802056,-0.07932508352002803,0.010833229372258467,0.2856788364525541,-0.02580808354785098,-0.08385716340495694,-0.024004552510097428,-9.503032041835446e-17,1.462317680139824e-17,-1.734723475976807e-17,0.0,0.0,0.0,-0.04115750624847987,0.01775747016766982,-0.0,-0.03843929708030907,-0.04363846140582355,-0.07932508352002762
0.020885219541481554,0.05744091063277021,0.006755500266431431,0.025273424178333687,-0.07115750624847984,-0.45224252983233015,0.0,-0.038642970285412116,-0.04363846140582343,-0.07952875672513089,-0.05840147209971805,0.012185188174409889,0.32763301870366784,-0.01416284658942324,-0.09951281520416605,-0.07244720945251629,-8.982614999042404e-17,1.462317680139824e-17,-1.0408340855860843e-17,5.204170427930421e-18,0.0,0.0,-0.05969915688139696,0.02973313933766912,-0.0,-0.01675374044666388,-0.04476484244546385,-0.058401472099717536
0.010522038568915395,0.05618834389314454,0.005204423152187892,0.023966196997132254,-0.08969915688139693,-0.44026686066233084,0.0,-0.01695741365176693,-0.04476484244546373,-0.058605145304820805,-0.05454914564482552,0.061555677703149764,0.3036154521237934,-0.02063473190470411,-0.1105447636819557,-0.0805532680119502,-6.727474480272555e-17,1.8092623753351855e-17,-2.0816681711721685e-17,-1.734723475976807e-18,0.0,0.0,-0.06651458675039779,0.026157834509518366,-0.0,0.007773303875321696,-0.0385478970794694,-0.05454914564482496
0.02404843868808869,0.0770979488483709,0.010747342784561258,0.020708385657985558,-0.09651458675039776,-0.4438421654904816,0.0,0.007569630670218646,-0.038547897079469276,-0.05475281884992823,-0.06041405229228258,0.025161888671612925,0.2901653986454778,-0.034265720673425974,-0.07168367243655088,-0.08190872979235077,-7.81167665275806e-17,2.5031517657259084e-17,-2.0816681711721685e-17,-1.734723475976807e-18,0.0,0.0,-0.06603936830219083,0.03853326318252414,-0.0,-0.00036798655426733586,-0.022338555775860018,-0.06041405229228203
0.009487615799503992,0.05541471499374994,0.0029084265341238836,0.035306080886358227,-0.0960393683021908,-0.4314667368174758,0.0,-0.0005716597593703853,-0.022338555775859897,-0.0606177254973853,-0.08462523072749922,-0.03636385000811834,0.25668265005564667,-0.03518936201561795,-0.020193543030947517,-0.04032467799225178,-9.595189226496714e-18,1.1153729849444627e-17,-3.2959746043559335e-17,-1.734723475976807e-18,0.0,0.0,-0.04567953690369443,0.0310634794079201,-0.0,-0.06116784243470363,-0.03506404617474901,-0.08462523072749874
0.03473193480668842,0.026601811096596997,0.0011152564632520698,0.01725652863953486,-0.0756795369036944,-0.4389365205920799,0.0,-0.061371515639806674,-0.035064046174748884,-0.084828903932602,-0.08617148758917825,-0.033380739661446675,0.30968968752736725,-0.06031549149187536,-0.07443962570029775,-0.038683266458388064,4.071179157683069e-17,2.156207070530547e-17,-3.642919299551295e-17,1.9081958235744878e-17,0.0,0.0,-0.06334405671306022,0.02480199549237068,-0.0,-0.06287472049431045,-0.005653224569986688,-0.08617148758917781
