Position Error,Orientation Error,Position Error Std,Orientation Error Std,Estimated Target X,Estimated Target Y,Estimated Target Z,Estimated Target Roll,Estimated Target Pitch,Estimated Target Yaw,dQ Estimated_1,dQ Estimated_2,dQ Estimated_3,dQ Estimated_4,dQ Estimated_5,dQ Estimated_6,dL Estimated_1,dL Estimated_2,dL Estimated_3,dL Estimated_4,dL Estimated_5,dL Estimated_6,dX Estimated_1,dX Estimated_2,dX Estimated_3,dX Estimated_4,dX Estimated_5,dX Estimated_6
0.1300760748788867,0.5209661098272673,0.015073913900276507,0.014201501888142704,-0.02999999999999997,-0.47,0.0,-0.0002036732051030495,1.2246467991473532e-16,-0.00020367320510327155,-0.04173239962265042,0.003433303730279655,0.11666811123170971,-0.03250558715757791,-0.002044818438430339,-0.03765329833562085,1.8214596497756474e-17,-1.2576745200831851e-17,-3.469446951953614e-18,1.3877787807814457e-17,0.0,0.0,-0.007095109416149086,0.007370012975110684,-0.0,-0.007751798879372688,-0.004930378013834536,-0.04173239962265041
0.0734365397152485,0.2862025181526088,0.004729423159107516,0.037940913311901865,-0.03709510941614906,-0.4626299870248893,0.0,-0.007955472084475737,-0.004930378013834414,-0.041936072827753676,-0.04288739128883263,0.18568379896205006,0.3471864026018638,-0.011205101341014163,-0.12805383507595539,-0.04977669345792603,1.1535911115245767e-16,8.456776945386935e-17,7.28583859910259e-17,-2.7755575615628914e-17,0.0,0.0,-0.03861130039436764,0.06158676594220814,-0.0,0.20957937244254624,0.03009073718565431,-0.04288739128883215
0.0686833932524293,0.2837525706681654,0.004431770455040257,0.11724592334402055,-0.06861130039436761,-0.40841323405779184,0.0,0.20937569923744317,0.030090737185654432,-0.04309106449393542,-0.05843101477719825,0.019246594082731466,0.2431073661099565,-0.03945916748513099,0.03698241159540569,-0.08826468205110712,1.222980050563649e-16,7.068998164605489e-17,5.204170427930421e-17,-2.7755575615628914e-17,0.0,0.0,-0.05476372934089355,0.07371097539632335,-0.0,0.07594441393200002,0.02621147622812751,-0.058431014777197685
0.020296418428094626,0.12002704466597303,0.005728668605125014,0.027864801261345943,-0.08476372934089352,-0.39628902460367665,0.0,0.07574074072689697,0.026211476228127632,-0.058634687982300954,-0.06154921680899877,-0.00205432457437265,0.1923769052043351,-0.04320829892110174,0.06147708076990187,-0.10870243178834761,1.4311468676808659e-16,7.155734338404329e-17,4.336808689942018e-17,-2.7755575615628914e-17,0.0,0.0,-0.0605620643839513,0.0519853493680826,-0.0,0.009003449607677821,0.007586310937283253,-0.061549216808998164
0.035030215453163246,0.05602615687591838,0.004873798050393215,0.01960726476677374,-0.09056206438395127,-0.4180146506319174,0.0,0.008799776402574773,0.007586310937283376,-0.06175289001410143,-0.07762923695557462,0.005282773810542928,0.23023110437001834,-0.024943482933551822,0.01320548499093048,-0.0775587928484903,1.682681771697503e-16,5.767955557622884e-17,4.336808689942018e-17,-1.3877787807814457e-17,0.0,0.0,-0.04447619515993187,0.03711488256484913,-0.0,-0.00864969830497831,-0.01973968634902983,-0.077629236955574
0.02195212864900001,0.07288041720653156,0.003809881241338722,0.03868580647034829,-0.07447619515993184,-0.43288511743515085,0.0,-0.00885337151008136,-0.019739686349029707,-0.07783291016067727,-0.09824348478805602,0.08684093342827534,0.217215066039208,-0.013119740559601762,-0.010259090026952258,-0.03781811882629957,2.2724877535296173e-16,7.41594285980085e-17,5.0306980803327406e-17,0.0,0.0,0.0,-0.024952073770593802,0.03441281906400405,-0.0,0.025196116652520223,-0.05842306068861754,-0.09824348478805542
0.019254619841330412,0.06144414047134425,0.004468983812329494,0.01976206414960255,-0.05495207377059377,-0.4355871809359959,0.0,0.024992443447417172,-0.05842306068861741,-0.09844715799315869,-0.07884327170437028,0.07721570475334075,0.17988894422316687,-0.0587714746555275,0.013261699536258002,-0.09339401983024448,2.489328188026718e-16,7.41594285980085e-17,5.724587470723463e-17,-6.938893903907228e-18,0.0,0.0,-0.0712664729390867,0.03172455298420339,-0.0,0.007543074536914749,-0.006504943550574828,-0.07884327170436965
0.012127435242549067,0.03851436034899396,0.0031407499787916146,0.026611069632410975,-0.10126647293908667,-0.43827544701579657,0.0,0.007339401331811699,-0.006504943550574706,-0.07904694490947292,-0.10651991657231959,-0.030867027162509705,0.20360643545073412,-0.05025095462384592,0.01573777609259614,-0.03485809188586843,2.0231212538579513e-16,-9.107298248878237e-18,7.806255641895632e-17,-6.938893903907228e-18,0.0,0.0,-0.04268624079485744,0.02182681600795868,-0.0,-0.07995577577317217,-0.02499800117558444,-0.10651991657231907
0.04729808231403064,0.059449380996498435,0.004924373690939575,0.044582466998613395,-0.07268624079485742,-0.4481731839920413,0.0,-0.08015944897827522,-0.02499800117558432,-0.10672358977742234,-0.10082180266357499,0.05421672165061786,0.2308478662259893,-0.06550965839407549,-0.06021069884641598,-0.05085883067805186,2.1141942363467336e-16,3.946495907847236e-17,7.806255641895632e-17,-6.938893903907228e-18,0.0,0.0,-0.06594551085794316,0.014143642738901856,-0.0,-0.04228992108651881,-0.005200138532640754,-0.10082180266357449
0.01773059307388942,0.04258223631905807,0.003222487960088901,0.04658225677733082,-0.09594551085794313,-0.45585635726109813,0.0,-0.042493594291621854,-0.005200138532640632,-0.10102547586867776,-0.06031175736803314,-0.006632547115539442,0.28535520644328655,-0.08212452829540844,-0.09869269860237523,-0.13433337929478487,2.218277644905342e-16,5.334274688628682e-17,9.194034422677078e-17,-6.938893903907228e-18,0.0,0.0,-0.11184663543262222,0.01305480304119087,-0.0,-0.07949604137719127,0.022053472550032784,-0.06031175736803268
